Spacecraft,MonthUTC,DataStartUTC,DataEndUTC,Status,MAGFile,MAGRecords,PLSFile,PLSRecords,COHOFile,PlasmaRecords,LECPChannels,LECPValidValues,CRSChannels,CRSValidValues,FigureFile,Notes,MAGLowPrecisionFilled,MAGInterpolated,COHOInterpolated
2,2021-12-01,2021-12-01,2022-01-01,ok,Z:\SPART-WORK\Data\Voyager\voyager2\mag\48s\reviewed_vim\2021\voyager2_48s_mag-vim_20210101_v01.cdf,0,,0,,0,0,0,0,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager2\2021\Voyager2_VLISM_2021-12.png,,0,0,0
2,2022-01-01,2022-01-01,2022-02-01,ok,Z:\SPART-WORK\Data\Voyager\voyager2\mag\48s\reviewed_vim\2022\voyager2_48s_mag-vim_20220101_v01.cdf,14016,,0,,0,0,0,0,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager2\2022\Voyager2_VLISM_2022-01.png,,0,166008,0
2,2022-02-01,2022-02-01,2022-03-01,ok,Z:\SPART-WORK\Data\Voyager\voyager2\mag\48s\reviewed_vim\2022\voyager2_48s_mag-vim_20220101_v01.cdf,15474,,0,,0,0,0,0,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager2\2022\Voyager2_VLISM_2022-02.png,,0,138752,0
2,2022-03-01,2022-03-01,2022-04-01,ok,Z:\SPART-WORK\Data\Voyager\voyager2\mag\48s\reviewed_vim\2022\voyager2_48s_mag-vim_20220101_v01.cdf,17605,,0,,0,0,0,0,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager2\2022\Voyager2_VLISM_2022-03.png,,0,151584,0
2,2022-04-01,2022-04-01,2022-05-01,ok,Z:\SPART-WORK\Data\Voyager\voyager2\mag\48s\reviewed_vim\2022\voyager2_48s_mag-vim_20220101_v01.cdf,15849,,0,,0,0,0,0,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager2\2022\Voyager2_VLISM_2022-04.png,,0,151708,0
2,2022-05-01,2022-05-01,2022-06-01,ok,Z:\SPART-WORK\Data\Voyager\voyager2\mag\48s\reviewed_vim\2022\voyager2_48s_mag-vim_20220101_v01.cdf,11990,,0,,0,0,0,0,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager2\2022\Voyager2_VLISM_2022-05.png,,0,174320,0
2,2022-06-01,2022-06-01,2022-07-01,ok,Z:\SPART-WORK\Data\Voyager\voyager2\mag\48s\reviewed_vim\2022\voyager2_48s_mag-vim_20220101_v01.cdf,21888,,0,,0,0,0,0,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager2\2022\Voyager2_VLISM_2022-06.png,,0,127564,0
2,2022-07-01,2022-07-01,2022-08-01,ok,Z:\SPART-WORK\Data\Voyager\voyager2\mag\48s\reviewed_vim\2022\voyager2_48s_mag-vim_20220101_v01.cdf,21405,,0,,0,0,0,0,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager2\2022\Voyager2_VLISM_2022-07.png,,0,136800,0
2,2022-08-01,2022-08-01,2022-09-01,ok,Z:\SPART-WORK\Data\Voyager\voyager2\mag\48s\reviewed_vim\2022\voyager2_48s_mag-vim_20220101_v01.cdf,2795,,0,,0,0,0,0,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager2\2022\Voyager2_VLISM_2022-08.png,,0,211896,0
2,2022-09-01,2022-09-01,2022-10-01,ok,Z:\SPART-WORK\Data\Voyager\voyager2\mag\48s\reviewed_vim\2022\voyager2_48s_mag-vim_20220101_v01.cdf,18548,,0,,0,0,0,0,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager2\2022\Voyager2_VLISM_2022-09.png,,0,140904,0
2,2022-10-01,2022-10-01,2022-11-01,ok,Z:\SPART-WORK\Data\Voyager\voyager2\mag\48s\reviewed_vim\2022\voyager2_48s_mag-vim_20220101_v01.cdf,22073,,0,,0,0,0,0,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager2\2022\Voyager2_VLISM_2022-10.png,,0,134052,0
2,2022-11-01,2022-11-01,2022-12-01,ok,Z:\SPART-WORK\Data\Voyager\voyager2\mag\48s\reviewed_vim\2022\voyager2_48s_mag-vim_20220101_v01.cdf,16804,,0,,0,0,0,0,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager2\2022\Voyager2_VLISM_2022-11.png,,0,147824,0
2,2022-12-01,2022-12-01,2023-01-01,ok,Z:\SPART-WORK\Data\Voyager\voyager2\mag\48s\reviewed_vim\2022\voyager2_48s_mag-vim_20220101_v01.cdf,21762,,0,,0,0,0,0,0,C:\Users\Administrator\Documents\FWD_matlab\Voyager_fu\Voyager_Interstellar_Monthly\monthly_plots\Voyager2\2022\Voyager2_VLISM_2022-12.png,,0,135132,0
